Family,Genus,Species,Code,Trail,Urbanization,Abundance
Brassicaceae,Alliaria,petiolata,Allipeti,GamlaUppsala,Urban,3
Brassicaceae,Bunias,orientalis L.,Buniorie,GamlaUppsala,Urban,22
Brassicaceae,Capsela ,bursa-pastoris L. ,Capsburs,GamlaUppsala,Urban,4
Brassicaceae,Cardamine,pratensis,Cardprat,GamlaUppsala,Urban,0
Brassicaceae,Sinapis,arvensis,Sinaarve,GamlaUppsala,Urban,0
Brassicaceae,Sisymbrium,altissimum L. ,Sisyalti,GamlaUppsala,Urban,0
Brassicaceae,Thlaspi ,arvense L.,Thlaarve,GamlaUppsala,Urban,0
Campanulaceae,Campanula,persicifolia L.,Camppers,GamlaUppsala,Urban,0
Campanulaceae,Campanula,rotundifolia,Camprotu,GamlaUppsala,Urban,0
Campanulaceae,Campanula,trachelium L. ,Camptrac,GamlaUppsala,Urban,5
Caryophyllaceae,Cerastium ,fontanum Baumg.,Cerafont,GamlaUppsala,Urban,2
Caryophyllaceae,Dianthus ,deltoides,Diandelt,GamlaUppsala,Urban,0
Caryophyllaceae,Scleranthus ,annuus L.,Scleannu,GamlaUppsala,Urban,2
Caryophyllaceae,Silene,nutans L.,Silenuta,GamlaUppsala,Urban,0
Caryophyllaceae,Stellaria,alsine,Stelalsi,GamlaUppsala,Urban,0
Caryophyllaceae,Stellaria,graminea L.,Stelgram,GamlaUppsala,Urban,3
Caryophyllaceae,Stellaria,media L. ,Stelmedi,GamlaUppsala,Urban,1
Caryophyllaceae,Stellaria,palustris Retz. ,Stelpalu,GamlaUppsala,Urban,0
Crassulaceae,Sedum,acre L. ,Seduacre,GamlaUppsala,Urban,0
Convolvulaceae,Calystegia,sepium ,Calysepi,GamlaUppsala,Urban,11
Convolvulaceae,Convolvulus,arvensis L.,Convarve,GamlaUppsala,Urban,13
Droseraceae,Drosera,rotundifolia L. ,Drosrotu,GamlaUppsala,Urban,0
Ericaceae,Calluna,vulgaris,Callvulg,GamlaUppsala,Urban,0
Ericaceae,Pyrola,minor L. ,Pyromino,GamlaUppsala,Urban,0
Ericaceae,Pyrola,rotundifolia L. ,Pyrorotu,GamlaUppsala,Urban,0
Euphorbiaceae,Euphorbia ,helioscopia,Euphheli,GamlaUppsala,Urban,0
Fabaceae,Anthyllis,vulneraria,Anthvule,GamlaUppsala,Urban,0
Fabaceae,Medicago ,falcata L.,Medifalc,GamlaUppsala,Urban,0
Fabaceae,Medicago ,lupulina L.,Medilupu,GamlaUppsala,Urban,10
Fabaceae,Melilotus ,albus Medik.,Melialbu,GamlaUppsala,Urban,0
Fabaceae,Melilotus ,officinalis,Melioffi,GamlaUppsala,Urban,0
Fabaceae,Lotus,corniculatus L.,Lotucorn,GamlaUppsala,Urban,0
Fabaceae,Trifolium,arvense,Trifarve,GamlaUppsala,Urban,0
Fabaceae,Trifolium,medium,Trifmedi,GamlaUppsala,Urban,0
Fabaceae,Trifolium,montanum,Trifmont,GamlaUppsala,Urban,0
Fabaceae,Trifolium,pratense L. ,Trifprat,GamlaUppsala,Urban,13
Fabaceae,Trifolium,repens L.,Trifrepe,GamlaUppsala,Urban,25
Fabaceae,Lathyrus,linifolius,Lathlini,GamlaUppsala,Urban,0
Fabaceae,Lathyrus,pratensis L. ,Lathprat,GamlaUppsala,Urban,0
Fabaceae,Vicia,cracca L. ,Vicicrac,GamlaUppsala,Urban,0
Fabaceae,Vicia,sepium L.,Vicisepi,GamlaUppsala,Urban,0
Geraniaceae,Erodium,cicutarium,Erodcicu,GamlaUppsala,Urban,0
Geraniaceae,Geranium,Lucidum,GeraLuci,GamlaUppsala,Urban,0
Geraniaceae,Geranium,pusillum,Gerapusi,GamlaUppsala,Urban,0
Geraniaceae,Geranium,pyrenaicum,Gerapyre,GamlaUppsala,Urban,0
Geraniaceae,Geranium,robertianum L. ,Gerarobe,GamlaUppsala,Urban,0
Geraniaceae,Geranium,sanguineum,Gerasang,GamlaUppsala,Urban,0
Geraniaceae,Geranium,sylvaticum L. ,Gerasylv,GamlaUppsala,Urban,0
Hypericaceae,Hypericum,maculatum Crantz. ,Hypemacu,GamlaUppsala,Urban,5
Hypericaceae,Hypericum,montanum,Hypemont,GamlaUppsala,Urban,0
Hypericaceae,Hypericum,perforatum L.,Hypeperf,GamlaUppsala,Urban,3
Iridaceae,Iris,pseudacorus L. ,Irispseu,GamlaUppsala,Urban,0
Laminaceae,Lamium,album L.,Lamialbu,GamlaUppsala,Urban,3
Laminaceae,Lamium,purpureum L. ,Lamipurp,GamlaUppsala,Urban,0
Laminaceae,Mentha,arvensis L. ,Hypearve,GamlaUppsala,Urban,0
Laminaceae,Prunella,vulgaris L.,Prunvulg,GamlaUppsala,Urban,12
Laminaceae,Scutellaria,galericulata L. ,Scutgale,GamlaUppsala,Urban,0
Liliaceae,Lilium,martagon L. ,Lilimart,GamlaUppsala,Urban,0
Lythraceae,Lythrum,salicaria,Lythsali,GamlaUppsala,Urban,0
Myrsinaceae,Lysimachia,nummularia L.,Lysinumm,GamlaUppsala,Urban,0
Myrsinaceae,Lysimachia,punctata,Lysipunc,GamlaUppsala,Urban,0
Myrsinaceae,Lysimachia,vulgaris L. ,Lysivulg,GamlaUppsala,Urban,5
Nymphaeaceae,Nuphar,lutea,Nuphlute,GamlaUppsala,Urban,9
Onagraceae,Chamaenerion,angustifolium,Chamangu,GamlaUppsala,Urban,0
Onagraceae,Epilobium,palustre,Epilpalu,GamlaUppsala,Urban,0
Orchidaceae,Platanthera,chlorantha,Planchlo,GamlaUppsala,Urban,0
Orobanchaceae,Melampyrum,cristatum L.,Melacris,GamlaUppsala,Urban,0
Orobanchaceae,Melampyrum,nemorosum L.,Melanemo,GamlaUppsala,Urban,0
Orobanchaceae,Melampyrum,sylvaticum L. ,Melasylv,GamlaUppsala,Urban,0
Orobanchaceae,Melampyrum,pratense L.,Melaprat,GamlaUppsala,Urban,0
Orobanchaceae,Rhinanthus,angustifolius,Rhinangu,GamlaUppsala,Urban,0
Orobanchaceae,Rhinanthus,minor L. ,Rhinmino,GamlaUppsala,Urban,0
Papaveraceae,Chelidonium ,majus L.,Chelmaju,GamlaUppsala,Urban,0
Papaveraceae,Fumaria ,officinalis,Fumaoffi,GamlaUppsala,Urban,0
Plantaginaceae,Chaenorhinum,minus ,Chaeminu,GamlaUppsala,Urban,0
Plantaginaceae,Linaria ,vulgaris Mill.,Linavulg,GamlaUppsala,Urban,0
Plantaginaceae,Plantago,lanceolata L.,Planlanc,GamlaUppsala,Urban,0
Plantaginaceae,Plantago,major L.,Planmajo,GamlaUppsala,Urban,28
Plantaginaceae,Plantago,media,Planmadi,GamlaUppsala,Urban,0
Plantaginaceae,Veronica ,arvensis,Veroarve,GamlaUppsala,Urban,0
Plantaginaceae,Veronica ,chamaedrys L. ,Verocham,GamlaUppsala,Urban,0
Plantaginaceae,Veronica ,officinalis,Verooffi,GamlaUppsala,Urban,0
Plantaginaceae,Veronica ,verna,Verovern,GamlaUppsala,Urban,0
Polygonaceae,Persicaria,maculosa Gray. ,Persmacu,GamlaUppsala,Urban,0
Polygonaceae,Persicaria,vivipara,Persvivi,GamlaUppsala,Urban,0
Polygonaceae,Polygala,vulgaris,Polyvulg,GamlaUppsala,Urban,0
Polygonaceae,Rumex,acetosa L.,Rumeacet,GamlaUppsala,Urban,0
Polygonaceae,Rumex,acetosella L.,Rumeacla,GamlaUppsala,Urban,0
Polygonaceae,Rumex,crispus L.,Rumecris,GamlaUppsala,Urban,5
Polygonaceae,Rumex,longifolius L.,Rumelong,GamlaUppsala,Urban,3
Primulaceae,Trientalis,europaea,Triteuro,GamlaUppsala,Urban,0
Ranunculaceae,Ranunculus,acris L.,Ranuacri,GamlaUppsala,Urban,13
Ranunculaceae,Ranunculus,repens,Ranurepe,GamlaUppsala,Urban,4
Rosaceae,Agrimonia ,eupatoria L.,Agrieupa,GamlaUppsala,Urban,0
Rosaceae,Alchemilla,vulgaris L.,Alchvulg,GamlaUppsala,Urban,0
Rosaceae,Argentina,anserina L. ,Argeanse,GamlaUppsala,Urban,0
Rosaceae,Filipendula,ulmaria L.,Filiulma,GamlaUppsala,Urban,9
Rosaceae,Filipendula,vulgaris,Filivilg,GamlaUppsala,Urban,3
Rosaceae,Fragaria ,vesca L. ,Fragvesc,GamlaUppsala,Urban,0
Rosaceae,Geum,rivale L.,Geumriva,GamlaUppsala,Urban,0
Rosaceae,Geum,urbanum L.,Geumurba,GamlaUppsala,Urban,3
Rosaceae,Potentilla,anserina,Poteanse,GamlaUppsala,Urban,3
Rosaceae,Potentilla,argentea L.,Potearge,GamlaUppsala,Urban,0
Rosaceae,Potentilla,erecta,Poteerec,GamlaUppsala,Urban,0
Rosaceae,Potentilla,palustris,Potepalu,GamlaUppsala,Urban,0
Rosaceae,Potentilla,reptans L.,Poterept,GamlaUppsala,Urban,0
Rosaceae,Rosa,dumalis Bechst.,Rosaduma,GamlaUppsala,Urban,0
Rosaceae,Rosa,rugosa Thunberg.,Rosarugo,GamlaUppsala,Urban,0
Rubiaceae,Galium,album Mill. ,Galialbu,GamlaUppsala,Urban,4
Rubiaceae,Galium,boreale L.,Galibore,GamlaUppsala,Urban,0
Rubiaceae,Galium,palustre,Galipalu,GamlaUppsala,Urban,0
Rubiaceae,Galium,uliginosum,Galiulig,GamlaUppsala,Urban,0
Rubiaceae,Galium,verum L.,Galiveru,GamlaUppsala,Urban,0
Scrophulariaceae,Verbascum ,thapsus,Verbthap,GamlaUppsala,Urban,1
Scrophulariaceae,Veronica ,officinalis L.,Verooffi,GamlaUppsala,Urban,0
Urticaceae,Urtica,dioica L. ,Urtidioi,GamlaUppsala,Urban,14
Violaceae,Viola,arvensis,Violarve,GamlaUppsala,Urban,2
Violaceae,Viola,biflora L. ,Violbifl,GamlaUppsala,Urban,0
Adoxaceae,Sambucus,nigra L. ,Sambnigr,GamlaUppsala,Rural,0
Apiaceae,Aegopodium ,podagraria L.,Aegopoda,GamlaUppsala,Rural,0
Apiaceae,Anthriscus,sylvestris L. ,Anthsylv,GamlaUppsala,Rural,8
Apiaceae,Carum ,carvi L. ,Carucarv,GamlaUppsala,Rural,0
Apiaceae,Daucus,carota sativus,Dauccaro,GamlaUppsala,Rural,0
Apiaceae,Pastinaca,sativa L.,Pastsati,GamlaUppsala,Rural,0
Apiaceae,Peucedanum ,palustre ,Peucpalu,GamlaUppsala,Rural,1
Asteraceae,Achillea,millefolium L.,Achimill,GamlaUppsala,Rural,7
Asteraceae,Anthemis ,tinctoria,Anthtinc,GamlaUppsala,Rural,0
Asteraceae,Arctium ,tomentosum,Arcttome,GamlaUppsala,Rural,0
Asteraceae,Arnoseris,minima,Artevulg,GamlaUppsala,Rural,0
Asteraceae,Artemisa,vulgaris L.,Artevulg,GamlaUppsala,Rural,3
Asteraceae,Bellis ,perennis L.,Bellpere,GamlaUppsala,Rural,0
Asteraceae,Carduus,acanthoides L.,Cardacan,GamlaUppsala,Rural,5
Asteraceae,Centaurea,jacea L.,Centjace,GamlaUppsala,Rural,0
Asteraceae,Cirsium ,arvense,Cirsarve,GamlaUppsala,Rural,4
Asteraceae,Crepis,praemorsa,Crepprae,GamlaUppsala,Rural,14
Asteraceae,Crepis,tectorum,Creptect,GamlaUppsala,Rural,0
Asteraceae,Hieracium,murorum L. ,Hiermuro,GamlaUppsala,Rural,5
Asteraceae,Hieracium,pilosella L.,Hiercana,GamlaUppsala,Rural,0
Asteraceae,Hieracium,umbellatum,Hierumbe,GamlaUppsala,Rural,0
Asteraceae,Hieracium,Vulgata,Hiervulg,GamlaUppsala,Rural,4
Asteraceae,Lactuca,muralis,Lactmura,GamlaUppsala,Rural,16
Asteraceae,Lapsana ,comunnis,Lapscomu,GamlaUppsala,Rural,0
Asteraceae,Leontodon,hispidus,Leonhisp,GamlaUppsala,Rural,0
Asteraceae,Leucanthemum,vulgare Lam.,Leucvulg,GamlaUppsala,Rural,4
Asteraceae,Matricaria ,discoides DC.,Matrdisc,GamlaUppsala,Rural,0
Asteraceae,Matricaria ,matricarioides,Matrmatr,GamlaUppsala,Rural,0
Asteraceae,Onopordum,acanthium L.,Onopacan,GamlaUppsala,Rural,0
Asteraceae,Picris,hieracioides,Picrhier,GamlaUppsala,Rural,0
Asteraceae,Pilosella,officinarum ,Pilooffi,GamlaUppsala,Rural,0
Asteraceae,Scorzoneroides,autumnalis L.,Scorautu,GamlaUppsala,Rural,0
Asteraceae,Senecio,vulgaris ,Senevulg,GamlaUppsala,Rural,0
Asteraceae,Sonchus,arvensis,Soncarve,GamlaUppsala,Rural,0
Asteraceae,Tanacetum,vulgare L.,Tanavulg,GamlaUppsala,Rural,0
Asteraceae,Taraxacum ,officinale,Taraoffi,GamlaUppsala,Rural,3
Asteraceae,Tragopogon,pratensis L.,Tragprat,GamlaUppsala,Rural,1
Asteraceae,Tripleurospermum,perforatum ,Tripperf,GamlaUppsala,Rural,0
Boraginaceae,Echium,vulgare,Echivulg,GamlaUppsala,Rural,0
Boraginaceae,Myosotis,laxa,Myoslaxa,GamlaUppsala,Rural,0
Boraginaceae,Myosotis,ramosissima,Myoramo,GamlaUppsala,Rural,0
Boraginaceae,Myosotis,Scorpioides,Myosscor,GamlaUppsala,Rural,0
Boraginaceae,Myosotis,sylvatica,Myossylv,GamlaUppsala,Rural,0
Boraginaceae,Symphytum, x uplandicum,Sympupla,GamlaUppsala,Rural,0
Brassicaceae,Alliaria,petiolata,Allipeti,GamlaUppsala,Rural,0
Brassicaceae,Bunias,orientalis L.,Buniorie,GamlaUppsala,Rural,0
Brassicaceae,Capsela ,bursa-pastoris L. ,Capsburs,GamlaUppsala,Rural,0
Brassicaceae,Cardamine,pratensis,Cardprat,GamlaUppsala,Rural,0
Brassicaceae,Sinapis,arvensis,Sinaarve,GamlaUppsala,Rural,0
Brassicaceae,Sisymbrium,altissimum L. ,Sisyalti,GamlaUppsala,Rural,0
Brassicaceae,Thlaspi ,arvense L.,Thlaarve,GamlaUppsala,Rural,0
Campanulaceae,Campanula,persicifolia L.,Camppers,GamlaUppsala,Rural,2
Campanulaceae,Campanula,rotundifolia,Camprotu,GamlaUppsala,Rural,4
Campanulaceae,Campanula,trachelium L. ,Camptrac,GamlaUppsala,Rural,0
Caryophyllaceae,Cerastium ,fontanum Baumg.,Cerafont,GamlaUppsala,Rural,0
Caryophyllaceae,Dianthus ,deltoides,Diandelt,GamlaUppsala,Rural,0
Caryophyllaceae,Scleranthus ,annuus L.,Scleannu,GamlaUppsala,Rural,0
Caryophyllaceae,Silene,nutans L.,Silenuta,GamlaUppsala,Rural,0
Caryophyllaceae,Stellaria,alsine,Stelalsi,GamlaUppsala,Rural,0
Caryophyllaceae,Stellaria,graminea L.,Stelgram,GamlaUppsala,Rural,2
Caryophyllaceae,Stellaria,media L. ,Stelmedi,GamlaUppsala,Rural,3
Caryophyllaceae,Stellaria,palustris Retz. ,Stelpalu,GamlaUppsala,Rural,1
Crassulaceae,Sedum,acre L. ,Seduacre,GamlaUppsala,Rural,0
Convolvulaceae,Calystegia,sepium ,Calysepi,GamlaUppsala,Rural,0
Convolvulaceae,Convolvulus,arvensis L.,Convarve,GamlaUppsala,Rural,0
Droseraceae,Drosera,rotundifolia L. ,Drosrotu,GamlaUppsala,Rural,7
Ericaceae,Calluna,vulgaris,Callvulg,GamlaUppsala,Rural,0
Ericaceae,Pyrola,minor L. ,Pyromino,GamlaUppsala,Rural,1
Ericaceae,Pyrola,rotundifolia L. ,Pyrorotu,GamlaUppsala,Rural,3
Euphorbiaceae,Euphorbia ,helioscopia,Euphheli,GamlaUppsala,Rural,0
Fabaceae,Anthyllis,vulneraria,Anthvule,GamlaUppsala,Rural,0
Fabaceae,Medicago ,falcata L.,Medifalc,GamlaUppsala,Rural,0
Fabaceae,Medicago ,lupulina L.,Medilupu,GamlaUppsala,Rural,0
Fabaceae,Melilotus ,albus Medik.,Melialbu,GamlaUppsala,Rural,0
Fabaceae,Melilotus ,officinalis,Melioffi,GamlaUppsala,Rural,0
Fabaceae,Lotus,corniculatus L.,Lotucorn,GamlaUppsala,Rural,4
Fabaceae,Trifolium,arvense,Trifarve,GamlaUppsala,Rural,0
Fabaceae,Trifolium,medium,Trifmedi,GamlaUppsala,Rural,0
Fabaceae,Trifolium,montanum,Trifmont,GamlaUppsala,Rural,0
Fabaceae,Trifolium,pratense L. ,Trifprat,GamlaUppsala,Rural,18
Fabaceae,Trifolium,repens L.,Trifrepe,GamlaUppsala,Rural,5
Fabaceae,Lathyrus,linifolius,Lathlini,GamlaUppsala,Rural,0
Fabaceae,Lathyrus,pratensis L. ,Lathprat,GamlaUppsala,Rural,12
Fabaceae,Vicia,cracca L. ,Vicicrac,GamlaUppsala,Rural,17
Fabaceae,Vicia,sepium L.,Vicisepi,GamlaUppsala,Rural,2
Geraniaceae,Erodium,cicutarium,Erodcicu,GamlaUppsala,Rural,0
Geraniaceae,Geranium,Lucidum,GeraLuci,GamlaUppsala,Rural,0
Geraniaceae,Geranium,pusillum,Gerapusi,GamlaUppsala,Rural,0
Geraniaceae,Geranium,pyrenaicum,Gerapyre,GamlaUppsala,Rural,0
Geraniaceae,Geranium,robertianum L. ,Gerarobe,GamlaUppsala,Rural,0
Geraniaceae,Geranium,sanguineum,Gerasang,GamlaUppsala,Rural,0
Geraniaceae,Geranium,sylvaticum L. ,Gerasylv,GamlaUppsala,Rural,2
Hypericaceae,Hypericum,maculatum Crantz. ,Hypemacu,GamlaUppsala,Rural,3
Hypericaceae,Hypericum,montanum,Hypemont,GamlaUppsala,Rural,0
Hypericaceae,Hypericum,perforatum L.,Hypeperf,GamlaUppsala,Rural,0
Iridaceae,Iris,pseudacorus L. ,Irispseu,GamlaUppsala,Rural,0
Laminaceae,Lamium,album L.,Lamialbu,GamlaUppsala,Rural,0
Laminaceae,Lamium,purpureum L. ,Lamipurp,GamlaUppsala,Rural,0
Laminaceae,Mentha,arvensis L. ,Hypearve,GamlaUppsala,Rural,1
Laminaceae,Prunella,vulgaris L.,Prunvulg,GamlaUppsala,Rural,1
Laminaceae,Scutellaria,galericulata L. ,Scutgale,GamlaUppsala,Rural,1
Liliaceae,Lilium,martagon L. ,Lilimart,GamlaUppsala,Rural,0
Lythraceae,Lythrum,salicaria,Lythsali,GamlaUppsala,Rural,0
Myrsinaceae,Lysimachia,nummularia L.,Lysinumm,GamlaUppsala,Rural,0
Myrsinaceae,Lysimachia,punctata,Lysipunc,GamlaUppsala,Rural,0
Myrsinaceae,Lysimachia,vulgaris L. ,Lysivulg,GamlaUppsala,Rural,17
Nymphaeaceae,Nuphar,lutea,Nuphlute,GamlaUppsala,Rural,0
Onagraceae,Chamaenerion,angustifolium,Chamangu,GamlaUppsala,Rural,2
Onagraceae,Epilobium,palustre,Epilpalu,GamlaUppsala,Rural,3
Orchidaceae,Platanthera,chlorantha,Planchlo,GamlaUppsala,Rural,0
Orobanchaceae,Melampyrum,cristatum L.,Melacris,GamlaUppsala,Rural,0
Orobanchaceae,Melampyrum,nemorosum L.,Melanemo,GamlaUppsala,Rural,0
Orobanchaceae,Melampyrum,sylvaticum L. ,Melasylv,GamlaUppsala,Rural,7
Orobanchaceae,Melampyrum,pratense L.,Melaprat,GamlaUppsala,Rural,0
Orobanchaceae,Rhinanthus,angustifolius,Rhinangu,GamlaUppsala,Rural,0
Orobanchaceae,Rhinanthus,minor L. ,Rhinmino,GamlaUppsala,Rural,6
Papaveraceae,Chelidonium ,majus L.,Chelmaju,GamlaUppsala,Rural,0
Papaveraceae,Fumaria ,officinalis,Fumaoffi,GamlaUppsala,Rural,0
Plantaginaceae,Chaenorhinum,minus ,Chaeminu,GamlaUppsala,Rural,1
Plantaginaceae,Linaria ,vulgaris Mill.,Linavulg,GamlaUppsala,Rural,0
Plantaginaceae,Plantago,lanceolata L.,Planlanc,GamlaUppsala,Rural,0
Plantaginaceae,Plantago,major L.,Planmajo,GamlaUppsala,Rural,22
Plantaginaceae,Plantago,media,Planmadi,GamlaUppsala,Rural,0
Plantaginaceae,Veronica ,arvensis,Veroarve,GamlaUppsala,Rural,0
Plantaginaceae,Veronica ,chamaedrys L. ,Verocham,GamlaUppsala,Rural,0
Plantaginaceae,Veronica ,officinalis,Verooffi,GamlaUppsala,Rural,0
Plantaginaceae,Veronica ,verna,Verovern,GamlaUppsala,Rural,0
Polygonaceae,Persicaria,maculosa Gray. ,Persmacu,GamlaUppsala,Rural,0
Polygonaceae,Persicaria,vivipara,Persvivi,GamlaUppsala,Rural,0
Polygonaceae,Polygala,vulgaris,Polyvulg,GamlaUppsala,Rural,0
Polygonaceae,Rumex,acetosa L.,Rumeacet,GamlaUppsala,Rural,0
Polygonaceae,Rumex,acetosella L.,Rumeacla,GamlaUppsala,Rural,0
Polygonaceae,Rumex,crispus L.,Rumecris,GamlaUppsala,Rural,0
Polygonaceae,Rumex,longifolius L.,Rumelong,GamlaUppsala,Rural,0
Primulaceae,Trientalis,europaea,Triteuro,GamlaUppsala,Rural,0
Ranunculaceae,Ranunculus,acris L.,Ranuacri,GamlaUppsala,Rural,12
Ranunculaceae,Ranunculus,repens,Ranurepe,GamlaUppsala,Rural,0
Rosaceae,Agrimonia ,eupatoria L.,Agrieupa,GamlaUppsala,Rural,0
Rosaceae,Alchemilla,vulgaris L.,Alchvulg,GamlaUppsala,Rural,0
Rosaceae,Argentina,anserina L. ,Argeanse,GamlaUppsala,Rural,1
Rosaceae,Filipendula,ulmaria L.,Filiulma,GamlaUppsala,Rural,10
Rosaceae,Filipendula,vulgaris,Filivilg,GamlaUppsala,Rural,0
Rosaceae,Fragaria ,vesca L. ,Fragvesc,GamlaUppsala,Rural,3
Rosaceae,Geum,rivale L.,Geumriva,GamlaUppsala,Rural,0
Rosaceae,Geum,urbanum L.,Geumurba,GamlaUppsala,Rural,0
Rosaceae,Potentilla,anserina,Poteanse,GamlaUppsala,Rural,0
Rosaceae,Potentilla,argentea L.,Potearge,GamlaUppsala,Rural,1
Rosaceae,Potentilla,erecta,Poteerec,GamlaUppsala,Rural,11
Rosaceae,Potentilla,palustris,Potepalu,GamlaUppsala,Rural,3
Rosaceae,Potentilla,reptans L.,Poterept,GamlaUppsala,Rural,0
Rosaceae,Rosa,dumalis Bechst.,Rosaduma,GamlaUppsala,Rural,0
Rosaceae,Rosa,rugosa Thunberg.,Rosarugo,GamlaUppsala,Rural,0
Rubiaceae,Galium,album Mill. ,Galialbu,GamlaUppsala,Rural,6
Rubiaceae,Galium,boreale L.,Galibore,GamlaUppsala,Rural,3
Rubiaceae,Galium,palustre,Galipalu,GamlaUppsala,Rural,3
Rubiaceae,Galium,uliginosum,Galiulig,GamlaUppsala,Rural,3
Rubiaceae,Galium,verum L.,Galiveru,GamlaUppsala,Rural,3
Scrophulariaceae,Verbascum ,thapsus,Verbthap,GamlaUppsala,Rural,0
Scrophulariaceae,Veronica ,officinalis L.,Verooffi,GamlaUppsala,Rural,0
Urticaceae,Urtica,dioica L. ,Urtidioi,GamlaUppsala,Rural,13
Violaceae,Viola,arvensis,Violarve,GamlaUppsala,Rural,0
Violaceae,Viola,biflora L. ,Violbifl,GamlaUppsala,Rural,0
Adoxaceae,Sambucus,nigra L. ,Sambnigr,Gottsunda,Urban,0
Apiaceae,Aegopodium ,podagraria L.,Aegopoda,Gottsunda,Urban,2.5
Apiaceae,Anthriscus,sylvestris L. ,Anthsylv,Gottsunda,Urban,0
Apiaceae,Carum ,carvi L. ,Carucarv,Gottsunda,Urban,0
Apiaceae,Daucus,carota sativus,Dauccaro,Gottsunda,Urban,0
Apiaceae,Pastinaca,sativa L.,Pastsati,Gottsunda,Urban,0
Apiaceae,Peucedanum ,palustre ,Peucpalu,Gottsunda,Urban,0
Asteraceae,Achillea,millefolium L.,Achimill,Gottsunda,Urban,0
Asteraceae,Anthemis ,tinctoria,Anthtinc,Gottsunda,Urban,0
Asteraceae,Arctium ,tomentosum,Arcttome,Gottsunda,Urban,0
Asteraceae,Arnoseris,minima,Artevulg,Gottsunda,Urban,0
Asteraceae,Artemisa,vulgaris L.,Artevulg,Gottsunda,Urban,0
Asteraceae,Bellis ,perennis L.,Bellpere,Gottsunda,Urban,0
Asteraceae,Carduus,acanthoides L.,Cardacan,Gottsunda,Urban,0
Asteraceae,Centaurea,jacea L.,Centjace,Gottsunda,Urban,0
Asteraceae,Cirsium ,arvense,Cirsarve,Gottsunda,Urban,0
Asteraceae,Crepis,praemorsa,Crepprae,Gottsunda,Urban,0
Asteraceae,Crepis,tectorum,Creptect,Gottsunda,Urban,0
Asteraceae,Hieracium,murorum L. ,Hiermuro,Gottsunda,Urban,0
Asteraceae,Hieracium,pilosella L.,Hiercana,Gottsunda,Urban,0
Asteraceae,Hieracium,umbellatum,Hierumbe,Gottsunda,Urban,0
Asteraceae,Hieracium,Vulgata,Hiervulg,Gottsunda,Urban,0
Asteraceae,Lactuca,muralis,Lactmura,Gottsunda,Urban,0
Asteraceae,Lapsana ,comunnis,Lapscomu,Gottsunda,Urban,0
Asteraceae,Leontodon,hispidus,Leonhisp,Gottsunda,Urban,0
Asteraceae,Leucanthemum,vulgare Lam.,Leucvulg,Gottsunda,Urban,0
Asteraceae,Matricaria ,discoides DC.,Matrdisc,Gottsunda,Urban,0
Asteraceae,Matricaria ,matricarioides,Matrmatr,Gottsunda,Urban,0
Asteraceae,Onopordum,acanthium L.,Onopacan,Gottsunda,Urban,0
Asteraceae,Picris,hieracioides,Picrhier,Gottsunda,Urban,0
Asteraceae,Pilosella,officinarum ,Pilooffi,Gottsunda,Urban,0
Asteraceae,Scorzoneroides,autumnalis L.,Scorautu,Gottsunda,Urban,0
Asteraceae,Senecio,vulgaris ,Senevulg,Gottsunda,Urban,0
Asteraceae,Sonchus,arvensis,Soncarve,Gottsunda,Urban,0
Asteraceae,Tanacetum,vulgare L.,Tanavulg,Gottsunda,Urban,0
Asteraceae,Taraxacum ,officinale,Taraoffi,Gottsunda,Urban,2.5
Asteraceae,Tragopogon,pratensis L.,Tragprat,Gottsunda,Urban,0
Asteraceae,Tripleurospermum,perforatum ,Tripperf,Gottsunda,Urban,0
Boraginaceae,Echium,vulgare,Echivulg,Gottsunda,Urban,0
Boraginaceae,Myosotis,laxa,Myoslaxa,Gottsunda,Urban,0
Boraginaceae,Myosotis,ramosissima,Myoramo,Gottsunda,Urban,0
Boraginaceae,Myosotis,Scorpioides,Myosscor,Gottsunda,Urban,0
Boraginaceae,Myosotis,sylvatica,Myossylv,Gottsunda,Urban,0
Boraginaceae,Symphytum, x uplandicum,Sympupla,Gottsunda,Urban,5
Brassicaceae,Alliaria,petiolata,Allipeti,Gottsunda,Urban,0
Brassicaceae,Bunias,orientalis L.,Buniorie,Gottsunda,Urban,0
Brassicaceae,Capsela ,bursa-pastoris L. ,Capsburs,Gottsunda,Urban,0
Brassicaceae,Cardamine,pratensis,Cardprat,Gottsunda,Urban,0
Brassicaceae,Sinapis,arvensis,Sinaarve,Gottsunda,Urban,0
Brassicaceae,Sisymbrium,altissimum L. ,Sisyalti,Gottsunda,Urban,0
Brassicaceae,Thlaspi ,arvense L.,Thlaarve,Gottsunda,Urban,0
Campanulaceae,Campanula,persicifolia L.,Camppers,Gottsunda,Urban,0
Campanulaceae,Campanula,rotundifolia,Camprotu,Gottsunda,Urban,0
Campanulaceae,Campanula,trachelium L. ,Camptrac,Gottsunda,Urban,0
Caryophyllaceae,Cerastium ,fontanum Baumg.,Cerafont,Gottsunda,Urban,0
Caryophyllaceae,Dianthus ,deltoides,Diandelt,Gottsunda,Urban,0
Caryophyllaceae,Scleranthus ,annuus L.,Scleannu,Gottsunda,Urban,0
Caryophyllaceae,Silene,nutans L.,Silenuta,Gottsunda,Urban,0
Caryophyllaceae,Stellaria,alsine,Stelalsi,Gottsunda,Urban,0
