"","final_gen_sp","gen_sp_us","Herbatio_us","Presence_us","gen_sp_lin","Herbatio_lin","Micro.habitat","Presence_lin","Family.y","Flower_morphology","Flower_colour","annual_perennial","Nitrogen_use","compatibility","origin"
"2264","Rhododendron tomentosum","Rhododendron tomentosum","Vaksala",0,NA,NA,NA,0,"Ericaceae","O","white","",NA,NA,"not_in_fe"
"2265","Rhododendron tomentosum","Rhododendron tomentosum","Danmark",0,NA,NA,NA,0,"Ericaceae","O","white","",NA,NA,"not_in_fe"
"2266","Rhododendron tomentosum","Rhododendron tomentosum","Jumkil",1,NA,NA,NA,0,"Ericaceae","O","white","",NA,NA,"not_in_fe"
"2267","Rhododendron tomentosum","Rhododendron tomentosum","Gottsunda",0,NA,NA,NA,0,"Ericaceae","O","white","",NA,NA,"not_in_fe"
"2268","Rhododendron tomentosum","Rhododendron tomentosum","GamlaUppsala",0,NA,NA,NA,0,"Ericaceae","O","white","",NA,NA,"not_in_fe"
"2269","Rhododendron tomentosum","Rhododendron tomentosum","Husby",0,NA,NA,NA,0,"Ericaceae","O","white","",NA,NA,"not_in_fe"
"2270","Ribes",NA,NA,0,"Ribes Vua crispa","Ultuna","3 Lupuleta",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"2271","Ribes alpinum",NA,NA,0,"Ribes alpinum","Gottsunda","6 Lucus Norrbyensis",1,"Grossulariaceae","O","yellow","p",6,NA,"native"
"2272","Ribes uva-crispa","Ribes uva-crispa L.","GamlaUppsala",0,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2273","Ribes uva-crispa","Ribes uva-crispa L.","Vaksala",0,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2274","Ribes uva-crispa","Ribes uva-crispa L.","Gottsunda",0,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2275","Ribes uva-crispa","Ribes uva-crispa L.","Jumkil",0,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2276","Ribes uva-crispa","Ribes uva-crispa L.","Danmark",0,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2277","Ribes uva-crispa","Ribes uva-crispa L.","Haga",1,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2278","Ribes uva-crispa","Ribes uva-crispa L.","Husby",0,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2279","Ribes uva-crispa","Ribes uva-crispa L.","Ultuna",1,NA,NA,NA,0,"Grossulariaceae","O","red and green","p",6,NA,"not_in_fe"
"2280","Riccia crystallina",NA,NA,0,"Elatine Hydropiper","Husby","2 Ripa fluvii UPSALIENSIS",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"2281","Rosa canina","Rosa canina L.","Danmark",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"native"
"2282","Rosa canina","Rosa canina L.","Gottsunda",0,"Rosa canina","Gottsunda","6 Lucus Norrbyensis",1,"Rosaceae","O","","",NA,NA,"native"
"2283","Rosa canina","Rosa canina L.","Jumkil",0,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"native"
"2284","Rosa canina","Rosa canina L.","Haga",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"native"
"2285","Rosa canina","Rosa canina L.","GamlaUppsala",0,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"native"
"2286","Rosa canina","Rosa canina L.","Ultuna",2,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"native"
"2287","Rosa canina","Rosa canina L.","Vaksala",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"native"
"2288","Rosa canina","Rosa canina L.","Husby",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"native"
"2289","Rosa dumalis","Rosa dumalis Bechst.","Ultuna",3,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2290","Rosa dumalis","Rosa dumalis Bechst.","Jumkil",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2291","Rosa dumalis","Rosa dumalis Bechst.","Haga",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2292","Rosa dumalis","Rosa dumalis Bechst.","Danmark",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2293","Rosa dumalis","Rosa dumalis Bechst.","Gottsunda",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2294","Rosa dumalis","Rosa dumalis Bechst.","Husby",2,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2295","Rosa dumalis","Rosa dumalis Bechst.","Vaksala",2,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2296","Rosa dumalis","Rosa dumalis Bechst.","GamlaUppsala",2,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"not_in_fe"
"2297","Rosa mollis","Rosa mollis Sm. ","Danmark",1,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2298","Rosa mollis","Rosa mollis Sm. ","GamlaUppsala",0,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2299","Rosa mollis","Rosa mollis Sm. ","Gottsunda",0,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2300","Rosa mollis","Rosa mollis Sm. ","Haga",0,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2301","Rosa mollis","Rosa mollis Sm. ","Husby",1,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2302","Rosa mollis","Rosa mollis Sm. ","Vaksala",0,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2303","Rosa mollis","Rosa mollis Sm. ","Ultuna",0,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2304","Rosa mollis","Rosa mollis Sm. ","Jumkil",0,NA,NA,NA,0,"Rosaceae","O","","p",4,NA,"native"
"2305","Rosa rugosa","Rosa rugosa Thunberg.","Gottsunda",0,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2306","Rosa rugosa","Rosa rugosa Thunberg.","Jumkil",0,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2307","Rosa rugosa","Rosa rugosa Thunberg.","Haga",1,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2308","Rosa rugosa","Rosa rugosa Thunberg.","Husby",1,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2309","Rosa rugosa","Rosa rugosa Thunberg.","Vaksala",1,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2310","Rosa rugosa","Rosa rugosa Thunberg.","Danmark",1,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2311","Rosa rugosa","Rosa rugosa Thunberg.","Ultuna",1,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2312","Rosa rugosa","Rosa rugosa Thunberg.","GamlaUppsala",2,NA,NA,NA,0,"Rosaceae","O","","p",3,NA,"exotic"
"2313","Rosa villosa","Rosa villosa","Husby",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2314","Rosa villosa","Rosa villosa","Danmark",0,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2315","Rosa villosa","Rosa villosa","Jumkil",0,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2316","Rosa villosa","Rosa villosa","Ultuna",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2317","Rosa villosa","Rosa villosa","Haga",0,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2318","Rosa villosa","Rosa villosa","Gottsunda",1,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2319","Rosa villosa","Rosa villosa","GamlaUppsala",0,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2320","Rosa villosa","Rosa villosa","Vaksala",0,NA,NA,NA,0,"Rosaceae","O","","",NA,NA,"exotic"
"2321","Rubus caesius",NA,NA,0,"Rubus caesius","Jumkil","1 Sylva Deserta",1,"Rosaceae","O","white","p",6,NA,"native"
"2322","Rubus chamaemorus",NA,NA,0,"Rubus Chamaemorus","Gottsunda","3 Palus Norrbyensis",1,"Rosaceae","O","white","p",1,NA,"native"
"2323","Rubus idaeus",NA,NA,0,"Rubus idaeus","Gottsunda","10 Rupes Gottsundenses",1,"Rosaceae","O","white","p",5,NA,"native"
"2324","Rubus saxatilis",NA,NA,0,"Rubus saxatilis","Gottsunda","6 Lucus Norrbyensis",1,"Rosaceae","O","white","p",4,NA,"not_in_fe"
"2325","Rumex acetosa","Rumex acetosa L.","Vaksala",1,NA,NA,NA,0,"Polygonaceae","O","pink","p",4,NA,"native"
"2326","Rumex acetosa","Rumex acetosa L.","Ultuna",1,NA,NA,NA,0,"Polygonaceae","O","pink","p",4,NA,"native"
"2327","Rumex acetosa","Rumex acetosa L.","Danmark",1,NA,NA,NA,0,"Polygonaceae","O","pink","p",4,NA,"native"
"2328","Rumex acetosa","Rumex acetosa L.","Husby",2,NA,NA,NA,0,"Polygonaceae","O","pink","p",4,NA,"native"
"2329","Rumex acetosa","Rumex acetosa L.","GamlaUppsala",1,NA,NA,NA,0,"Polygonaceae","O","pink","p",4,NA,"native"
"2330","Rumex acetosa","Rumex acetosa L.","Gottsunda",1,"Rumex Acetosa","Gottsunda","4 Pratum Norrbyense",1,"Polygonaceae","O","pink","p",4,NA,"native"
"2331","Rumex acetosa","Rumex acetosa L.","Jumkil",1,NA,NA,NA,0,"Polygonaceae","O","pink","p",4,NA,"native"
"2332","Rumex acetosa","Rumex acetosa L.","Haga",2,NA,NA,NA,0,"Polygonaceae","O","pink","p",4,NA,"native"
"2333","Rumex acetosella","Rumex acetosella L.","Jumkil",0,NA,NA,NA,0,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2334","Rumex acetosella","Rumex acetosella L.","Ultuna",2,NA,NA,NA,0,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2335","Rumex acetosella","Rumex acetosella L.","GamlaUppsala",2,NA,NA,NA,0,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2336","Rumex acetosella","Rumex acetosella L.","Vaksala",0,NA,NA,NA,0,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2337","Rumex acetosella","Rumex acetosella L.","Husby",2,NA,NA,NA,0,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2338","Rumex acetosella","Rumex acetosella L.","Gottsunda",1,"Rumex Acetosella","Gottsunda","6 Lucus Norrbyensis",1,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2339","Rumex acetosella","Rumex acetosella L.","Haga",2,NA,NA,NA,0,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2340","Rumex acetosella","Rumex acetosella L.","Danmark",1,NA,NA,NA,0,"Polygonaceae","O","red-or pink","p",3,NA,"native"
"2341","Rumex acutus",NA,NA,0,"Juncus bufonius","Danmark","1 Pratum Regium",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"2342","Rumex aquaticus",NA,NA,0,"Rumex aquaticus","Ultuna","2 Piscina",1,"Polygonaceae","O","red","p",7,NA,"native"
"2343","Rumex crispus","Rumex crispus L.","Jumkil",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2344","Rumex crispus","Rumex crispus L.","Gottsunda",3,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2345","Rumex crispus","Rumex crispus L.","Ultuna",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2346","Rumex crispus","Rumex crispus L.","Danmark",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2347","Rumex crispus","Rumex crispus L.","Vaksala",3,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2348","Rumex crispus","Rumex crispus L.","Haga",3,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2349","Rumex crispus","Rumex crispus L.","GamlaUppsala",3,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2350","Rumex crispus","Rumex crispus L.","Husby",3,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",6,NA,"native"
"2351","Rumex longifolius","Rumex longifolius L.","Husby",3,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2352","Rumex longifolius","Rumex longifolius L.","Danmark",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2353","Rumex longifolius","Rumex longifolius L.","Ultuna",3,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2354","Rumex longifolius","Rumex longifolius L.","GamlaUppsala",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2355","Rumex longifolius","Rumex longifolius L.","Jumkil",1,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2356","Rumex longifolius","Rumex longifolius L.","Vaksala",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2357","Rumex longifolius","Rumex longifolius L.","Gottsunda",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2358","Rumex longifolius","Rumex longifolius L.","Haga",2,NA,NA,NA,0,"Polygonaceae","O","yellow or green","p",7,NA,"not_in_fe"
"2359","Sagina procumbens",NA,NA,0,"Sagina procumbens","Ultuna","4 Campus Polonicus",1,"Carophyllaceae","O","green and white","p",5,NA,"native"
"2360","Sagittaria sagittifolia",NA,NA,0,"Sagittaria sagittifolia","Danmark","3 Fluvius",1,"Alismataceae","O","white","p",6,NA,"native"
"2361","Salix caprea",NA,NA,0,"Salix capraea","Gottsunda","9 Praecipitia Gottsundensia",1,"Salicaceae","O?","green and white","p",7,NA,"not_in_fe"
"2362","Salix myrtilloides",NA,NA,0,"Salix myrtilloides","Gottsunda","2 Pascua Sylvatica",1,"Salicaceae","O?","white","",NA,NA,"native"
"2363","Salix pentandra",NA,NA,0,"Salix pentandra","Gottsunda","3 Palus Norrbyensis",1,"Salicaceae","O?","yellow","p",4,NA,"not_in_fe"
"2364","Sambucus nigra","Sambucus  nigra","GamlaUppsala",0,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2365","Sambucus nigra","Sambucus  nigra","Vaksala",0,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2366","Sambucus nigra","Sambucus  nigra","Haga",0,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2367","Sambucus nigra","Sambucus  nigra","Danmark",0,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2368","Sambucus nigra","Sambucus  nigra","Ultuna",1,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2369","Sambucus nigra","Sambucus  nigra","Jumkil",0,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2370","Sambucus nigra","Sambucus  nigra","Gottsunda",0,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2371","Sambucus nigra","Sambucus  nigra","Husby",0,NA,NA,NA,0,"Caprifoliaceae","O","white ","p",7,NA,"exotic"
"2372","Saponaria officinalis","Saponaria officinalis","Vaksala",0,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2373","Saponaria officinalis","Saponaria officinalis","GamlaUppsala",0,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2374","Saponaria officinalis","Saponaria officinalis","Ultuna",0,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2375","Saponaria officinalis","Saponaria officinalis","Danmark",2,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2376","Saponaria officinalis","Saponaria officinalis","Haga",0,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2377","Saponaria officinalis","Saponaria officinalis","Jumkil",1,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2378","Saponaria officinalis","Saponaria officinalis","Husby",0,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2379","Saponaria officinalis","Saponaria officinalis","Gottsunda",1,NA,NA,NA,0,"Carophyllaceae","T","white-pink","p",6,NA,"exotic"
"2380","Saussurea alpina","Saussurea alpina","Vaksala",0,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2381","Saussurea alpina","Saussurea alpina","Haga",1,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2382","Saussurea alpina","Saussurea alpina","GamlaUppsala",0,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2383","Saussurea alpina","Saussurea alpina","Gottsunda",0,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2384","Saussurea alpina","Saussurea alpina","Danmark",0,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2385","Saussurea alpina","Saussurea alpina","Husby",0,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2386","Saussurea alpina","Saussurea alpina","Jumkil",0,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2387","Saussurea alpina","Saussurea alpina","Ultuna",0,NA,NA,NA,0,"Asteraceae","T","red-purple","p",3,NA,"native"
"2388","Saxifraga cespitosa","Saxifraga cespitosa","Jumkil",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2389","Saxifraga cespitosa","Saxifraga cespitosa","Vaksala",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2390","Saxifraga cespitosa","Saxifraga cespitosa","GamlaUppsala",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2391","Saxifraga cespitosa","Saxifraga cespitosa","Gottsunda",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2392","Saxifraga cespitosa","Saxifraga cespitosa","Husby",1,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2393","Saxifraga cespitosa","Saxifraga cespitosa","Haga",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2394","Saxifraga cespitosa","Saxifraga cespitosa","Ultuna",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2395","Saxifraga cespitosa","Saxifraga cespitosa","Danmark",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",1,NA,"native"
"2396","Saxifraga granulata","Saxifraga granulata L.","Ultuna",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",4,NA,"native"
"2397","Saxifraga granulata","Saxifraga granulata L.","Jumkil",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",4,NA,"native"
"2398","Saxifraga granulata","Saxifraga granulata L.","Haga",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",4,NA,"native"
"2399","Saxifraga granulata","Saxifraga granulata L.","Danmark",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",4,NA,"native"
"2400","Saxifraga granulata","Saxifraga granulata L.","Husby",1,NA,NA,NA,0,"Saxifragaceae","O","white","p",4,NA,"native"
"2401","Saxifraga granulata","Saxifraga granulata L.","Vaksala",0,NA,NA,NA,0,"Saxifragaceae","O","white","p",4,NA,"native"
"2402","Saxifraga granulata","Saxifraga granulata L.","Gottsunda",0,"Saxifraga granulata","Gottsunda","6 Lucus Norrbyensis",1,"Saxifragaceae","O","white","p",4,NA,"native"
"2403","Saxifraga granulata","Saxifraga granulata L.","GamlaUppsala",1,NA,NA,NA,0,"Saxifragaceae","O","white","p",4,NA,"native"
"2404","Saxifraga tridactylites",NA,NA,0,"Saxifraga tridactyloides","Haga","7 Haga",1,"Saxifragaceae","O","white","a",2,NA,"native"
"2405","Scabiosa succisa",NA,NA,0,"Scabiosam Succisam","Vaksala","3 Prata Ekensia & Fallensia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"2406","Scheuchzeria palustris",NA,NA,0,"Scheuchzeria palustris","GamlaUppsala","5 Wittulsbergensis",1,NA,NA,NA,NA,NA,NA,"native"
"2407","Schoenus albus",NA,NA,0,"Schoenus albus","Jumkil","2 Palus Jumkilensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"2408","Scilla forbesii","Scilla forbesii","Husby",0,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2409","Scilla forbesii","Scilla forbesii","Ultuna",1,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2410","Scilla forbesii","Scilla forbesii","Jumkil",0,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2411","Scilla forbesii","Scilla forbesii","Haga",1,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2412","Scilla forbesii","Scilla forbesii","Vaksala",0,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2413","Scilla forbesii","Scilla forbesii","Gottsunda",0,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2414","Scilla forbesii","Scilla forbesii","GamlaUppsala",0,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2415","Scilla forbesii","Scilla forbesii","Danmark",0,NA,NA,NA,0,"Asparagaceae","O","blue - purple","",NA,NA,"not_in_fe"
"2416","Scilla siberica","Scilla siberica","Vaksala",1,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2417","Scilla siberica","Scilla siberica","Husby",0,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2418","Scilla siberica","Scilla siberica","Haga",1,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2419","Scilla siberica","Scilla siberica","GamlaUppsala",0,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2420","Scilla siberica","Scilla siberica","Gottsunda",1,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2421","Scilla siberica","Scilla siberica","Ultuna",1,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2422","Scilla siberica","Scilla siberica","Danmark",1,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2423","Scilla siberica","Scilla siberica","Jumkil",0,NA,NA,NA,0,"Asparagaceae","O","blue ","",NA,NA,"not_in_fe"
"2424","Scirpus acicularis",NA,NA,0,"Scirpus cespitosus","Danmark","1 Pratum Regium",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"2425","Scirpus cespitosus",NA,NA,0,"Valeriana officinalis","Danmark","1 Pratum Regium",1,NA,NA,NA,NA,NA,NA,"native"
"2426","Scirpus lacustris",NA,NA,0,"Equisetum palustre","Danmark","2 Ripae",1,NA,NA,NA,NA,NA,NA,"native"
"2427","Scirpus palustris",NA,NA,0,"Scirpus palustris","Haga","5 Prataflogstadensia & Hagensia",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"2428","Scirpus sylvaticus",NA,NA,0,"Scirpus sylvaticus","Jumkil","1 Sylva Deserta",1,NA,NA,NA,NA,NA,NA,"native"
"2429","Scleranthus annuus","Scleranthus annuus","Jumkil",0,NA,NA,NA,0,"Carophyllaceae","O","green","a",4,NA,"native"
"2430","Scleranthus annuus","Scleranthus annuus","Gottsunda",0,NA,NA,NA,0,"Carophyllaceae","O","green","a",4,NA,"native"
"2431","Scleranthus annuus","Scleranthus annuus","Vaksala",0,NA,NA,NA,0,"Carophyllaceae","O","green","a",4,NA,"native"
"2432","Scleranthus annuus","Scleranthus annuus","Danmark",1,NA,NA,NA,0,"Carophyllaceae","O","green","a",4,NA,"native"
"2433","Scleranthus annuus","Scleranthus annuus","GamlaUppsala",1,NA,NA,NA,0,"Carophyllaceae","O","green","a",4,NA,"native"
"2434","Scleranthus annuus","Scleranthus annuus","Husby",1,NA,NA,NA,0,"Carophyllaceae","O","green","a",4,NA,"native"
"2435","Scleranthus annuus","Scleranthus annuus","Haga",1,NA,NA,NA,0,"Carophyllaceae","O","green","a",4,NA,"native"
"2436","Scleranthus annuus","Scleranthus annuus","Ultuna",0,"Scleranthus annuus","Ultuna","4 Campus Polonicus",1,"Carophyllaceae","O","green","a",4,NA,"native"
"2437","Scleranthus perennis","Scleranthus perennis","Gottsunda",0,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2438","Scleranthus perennis","Scleranthus perennis","Ultuna",0,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2439","Scleranthus perennis","Scleranthus perennis","Haga",0,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2440","Scleranthus perennis","Scleranthus perennis","GamlaUppsala",1,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2441","Scleranthus perennis","Scleranthus perennis","Husby",0,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2442","Scleranthus perennis","Scleranthus perennis","Jumkil",0,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2443","Scleranthus perennis","Scleranthus perennis","Danmark",0,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2444","Scleranthus perennis","Scleranthus perennis","Vaksala",0,NA,NA,NA,0,"Carophyllaceae","O","green","p",2,NA,"native"
"2445","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","Haga",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2446","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","Vaksala",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2447","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","Gottsunda",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2448","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","Danmark",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2449","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","GamlaUppsala",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2450","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","Ultuna",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2451","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","Husby",0,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2452","Scorzoneroides autumnalis","Scorzoneroides autumnalis L.","Jumkil",1,NA,NA,NA,0,"Asteraceae","O","yellow","",NA,NA,"not_in_fe"
"2453","Scrophularia nodosa",NA,NA,0,"Scrophularia nodosa","Gottsunda","10 Rupes Gottsundenses",1,"Scrophulariaceae","O","green and red","p",6,NA,"native"
"2454","Scutellaria galericulata","Scutellaria galericulata L.","Jumkil",1,NA,NA,NA,0,"Laminaceae","T","","p",5,NA,"native"
"2455","Scutellaria galericulata","Scutellaria galericulata L.","Danmark",0,NA,NA,NA,0,"Laminaceae","T","","p",5,NA,"native"
