"","final_gen_sp","gen_sp_us","Herbatio_us","Presence_us","gen_sp_lin","Herbatio_lin","Micro.habitat","Presence_lin","Family.y","Flower_morphology","Flower_colour","annual_perennial","Nitrogen_use","compatibility","origin"
"1773","Myosotis laxa","Myosotis laxa","Danmark",1,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",5,NA,"native"
"1774","Myosotis palustris",NA,NA,0,"Vicia sativa","Husby","1 Luthagen",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1775","Myosotis ramosissima","Myosotis ramosissima","Jumkil",0,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1776","Myosotis ramosissima","Myosotis ramosissima","Ultuna",0,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1777","Myosotis ramosissima","Myosotis ramosissima","GamlaUppsala",0,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1778","Myosotis ramosissima","Myosotis ramosissima","Vaksala",0,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1779","Myosotis ramosissima","Myosotis ramosissima","Gottsunda",0,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1780","Myosotis ramosissima","Myosotis ramosissima","Husby",0,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1781","Myosotis ramosissima","Myosotis ramosissima","Haga",1,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1782","Myosotis ramosissima","Myosotis ramosissima","Danmark",0,NA,NA,NA,0,"Boraginaceae","O","blue and yellow","a",3,NA,"native"
"1783","Myosotis scorpioides","Myosotis scorpoides","Ultuna",0,NA,NA,NA,0,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1784","Myosotis scorpioides","Myosotis scorpoides","Husby",1,NA,NA,NA,0,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1785","Myosotis scorpioides","Myosotis scorpoides","Haga",0,NA,NA,NA,0,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1786","Myosotis scorpioides","Myosotis scorpoides","Jumkil",1,NA,NA,NA,0,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1787","Myosotis scorpioides","Myosotis scorpoides","Gottsunda",0,"Myosotis Scorpioides","Gottsunda","6 Lucus Norrbyensis",1,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1788","Myosotis scorpioides","Myosotis scorpoides","Danmark",3,NA,NA,NA,0,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1789","Myosotis scorpioides","Myosotis scorpoides","GamlaUppsala",1,NA,NA,NA,0,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1790","Myosotis scorpioides","Myosotis scorpoides","Vaksala",2,NA,NA,NA,0,"Boraginaceae","O","blue-pink-white and yellow","p",6,NA,"native"
"1791","Myosotis sylvatica","Myosotis sylvatica","Jumkil",1,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1792","Myosotis sylvatica","Myosotis sylvatica","Vaksala",3,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1793","Myosotis sylvatica","Myosotis sylvatica","Danmark",3,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1794","Myosotis sylvatica","Myosotis sylvatica","Haga",2,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1795","Myosotis sylvatica","Myosotis sylvatica","Husby",2,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1796","Myosotis sylvatica","Myosotis sylvatica","GamlaUppsala",3,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1797","Myosotis sylvatica","Myosotis sylvatica","Gottsunda",1,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1798","Myosotis sylvatica","Myosotis sylvatica","Ultuna",3,NA,NA,NA,0,"Boraginaceae","O","blue-white and yellow","p",5,NA,"native"
"1799","Myosurus minimus",NA,NA,0,"Myosurus minimus","Ultuna","4 Campus Polonicus",1,"Ranunculaceae","O","green-yellow","",NA,NA,"native"
"1800","Myriophyllum verticillatum",NA,NA,0,"Myriophyllum verticillatum","Ultuna","2 Piscina",1,NA,NA,NA,NA,NA,NA,"native"
"1801","Myrrhis odorata","Myrrhis odorata","Ultuna",1,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1802","Myrrhis odorata","Myrrhis odorata","Husby",0,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1803","Myrrhis odorata","Myrrhis odorata","Haga",0,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1804","Myrrhis odorata","Myrrhis odorata","Danmark",0,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1805","Myrrhis odorata","Myrrhis odorata","Vaksala",0,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1806","Myrrhis odorata","Myrrhis odorata","GamlaUppsala",0,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1807","Myrrhis odorata","Myrrhis odorata","Jumkil",0,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1808","Myrrhis odorata","Myrrhis odorata","Gottsunda",0,NA,NA,NA,0,"Apiaceae","O","white","p",7,NA,"exotic"
"1809","Narcissus asturiensis","Narcissus asturiensis","Gottsunda",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1810","Narcissus asturiensis","Narcissus asturiensis","Ultuna",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1811","Narcissus asturiensis","Narcissus asturiensis","Vaksala",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1812","Narcissus asturiensis","Narcissus asturiensis","Jumkil",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1813","Narcissus asturiensis","Narcissus asturiensis","Danmark",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1814","Narcissus asturiensis","Narcissus asturiensis","GamlaUppsala",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1815","Narcissus asturiensis","Narcissus asturiensis","Husby",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1816","Narcissus asturiensis","Narcissus asturiensis","Haga",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","",NA,NA,"not_in_fe"
"1817","Narcissus pseudonarcissus","Narcissus pseudonarcissus","Husby",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1818","Narcissus pseudonarcissus","Narcissus pseudonarcissus","GamlaUppsala",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1819","Narcissus pseudonarcissus","Narcissus pseudonarcissus","Danmark",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1820","Narcissus pseudonarcissus","Narcissus pseudonarcissus","Vaksala",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1821","Narcissus pseudonarcissus","Narcissus pseudonarcissus","Haga",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1822","Narcissus pseudonarcissus","Narcissus pseudonarcissus","Ultuna",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1823","Narcissus pseudonarcissus","Narcissus pseudonarcissus","Jumkil",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1824","Narcissus pseudonarcissus","Narcissus pseudonarcissus","Gottsunda",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow","p",5,NA,"not_in_fe"
"1825","Narcissus tazetta","Narcissus tazetta","Danmark",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1826","Narcissus tazetta","Narcissus tazetta","Ultuna",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1827","Narcissus tazetta","Narcissus tazetta","Jumkil",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1828","Narcissus tazetta","Narcissus tazetta","Vaksala",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1829","Narcissus tazetta","Narcissus tazetta","Gottsunda",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1830","Narcissus tazetta","Narcissus tazetta","Husby",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1831","Narcissus tazetta","Narcissus tazetta","GamlaUppsala",0,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1832","Narcissus tazetta","Narcissus tazetta","Haga",1,NA,NA,NA,0,"Amaryllidaceae","O","Yellow or white","",NA,NA,"not_in_fe"
"1833","Nardus stricta",NA,NA,0,"Nardus stricta","Haga","4 Saltus Rickombergensis",1,NA,NA,NA,NA,NA,NA,"native"
"1834","Nuphar lutea","Nuphar lutea","Gottsunda",2,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1835","Nuphar lutea","Nuphar lutea","Ultuna",2,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1836","Nuphar lutea","Nuphar lutea","Vaksala",0,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1837","Nuphar lutea","Nuphar lutea","GamlaUppsala",3,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1838","Nuphar lutea","Nuphar lutea","Danmark",3,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1839","Nuphar lutea","Nuphar lutea","Jumkil",0,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1840","Nuphar lutea","Nuphar lutea","Haga",1,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1841","Nuphar lutea","Nuphar lutea","Husby",2,NA,NA,NA,0,"Nymphaeaceae","O","yellow","p",6,NA,"native"
"1842","Nymphaea alba","Nymphaea alba L.","Ultuna",0,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1843","Nymphaea alba","Nymphaea alba L.","Vaksala",0,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1844","Nymphaea alba","Nymphaea alba L.","Haga",0,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1845","Nymphaea alba","Nymphaea alba L.","Gottsunda",0,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1846","Nymphaea alba","Nymphaea alba L.","GamlaUppsala",1,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1847","Nymphaea alba","Nymphaea alba L.","Danmark",1,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1848","Nymphaea alba","Nymphaea alba L.","Husby",0,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1849","Nymphaea alba","Nymphaea alba L.","Jumkil",0,NA,NA,NA,0,"Nymphaeaceae","O","white","p",4,NA,"native"
"1850","Nymphaea lutea",NA,NA,0,"Nymphaea lutea","Danmark","3 Fluvius",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1851","Odontites vulgaris","Odontites vulgaris Moench","Haga",0,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1852","Odontites vulgaris","Odontites vulgaris Moench","Danmark",0,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1853","Odontites vulgaris","Odontites vulgaris Moench","Husby",0,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1854","Odontites vulgaris","Odontites vulgaris Moench","Gottsunda",0,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1855","Odontites vulgaris","Odontites vulgaris Moench","Jumkil",0,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1856","Odontites vulgaris","Odontites vulgaris Moench","Ultuna",1,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1857","Odontites vulgaris","Odontites vulgaris Moench","GamlaUppsala",0,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1858","Odontites vulgaris","Odontites vulgaris Moench","Vaksala",0,NA,NA,NA,0,"Scrophulariaceae","T","pink","",NA,NA,"not_in_fe"
"1859","Onopordum acanthium","Onopordum  acanthium","GamlaUppsala",2,NA,NA,NA,0,"Asteraceae","O","purple","p",7,NA,"exotic"
"1860","Onopordum acanthium","Onopordum  acanthium","Gottsunda",1,NA,NA,NA,0,"Asteraceae","O","purple","p",7,NA,"exotic"
"1861","Onopordum acanthium","Onopordum  acanthium","Vaksala",2,"Onopordum Acanthium","Vaksala","2 Agri Waxalenses",1,"Asteraceae","O","purple","p",7,NA,"exotic"
"1862","Onopordum acanthium","Onopordum  acanthium","Haga",2,NA,NA,NA,0,"Asteraceae","O","purple","p",7,NA,"exotic"
"1863","Onopordum acanthium","Onopordum  acanthium","Ultuna",2,NA,NA,NA,0,"Asteraceae","O","purple","p",7,NA,"exotic"
"1864","Onopordum acanthium","Onopordum  acanthium","Danmark",2,NA,NA,NA,0,"Asteraceae","O","purple","p",7,NA,"exotic"
"1865","Onopordum acanthium","Onopordum  acanthium","Jumkil",1,NA,NA,NA,0,"Asteraceae","O","purple","p",7,NA,"exotic"
"1866","Onopordum acanthium","Onopordum  acanthium","Husby",1,NA,NA,NA,0,"Asteraceae","O","purple","p",7,NA,"exotic"
"1867","Ophioglossum vulgatum",NA,NA,0,"Ophioglossum vulgatum","Haga","7 Haga",1,NA,NA,NA,NA,NA,NA,"native"
"1868","Ophrys",NA,NA,0,"Ophrys Nidus","Gottsunda","11 Praedium Wardsattra",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1869","Ophrys monorchis",NA,NA,0,"Monotropam Hypopithyn","Husby","5 Nemus Regium",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1870","Orchis bifolia",NA,NA,0,"Orchis bifolia","Gottsunda","2 Pascua Sylvatica",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1871","Orchis latifolia",NA,NA,0,"Pedicularis sylivatica","Husby","3 Pratum Saltpetterángen",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1872","Orchis maculata",NA,NA,0,"Orchis maculata","Gottsunda","2 Pascua Sylvatica",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1873","Origanum vulgare",NA,NA,0,"Origanum vulgare","Gottsunda","9 Praecipitia Gottsundensia",1,"Laminaceae","O","pink-white","p",4,NA,"native"
"1874","Ornithogalum angustifolium","Ornithogalum angustifolium","Gottsunda",0,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1875","Ornithogalum angustifolium","Ornithogalum angustifolium","GamlaUppsala",0,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1876","Ornithogalum angustifolium","Ornithogalum angustifolium","Jumkil",0,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1877","Ornithogalum angustifolium","Ornithogalum angustifolium","Vaksala",0,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1878","Ornithogalum angustifolium","Ornithogalum angustifolium","Husby",0,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1879","Ornithogalum angustifolium","Ornithogalum angustifolium","Ultuna",1,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1880","Ornithogalum angustifolium","Ornithogalum angustifolium","Haga",0,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1881","Ornithogalum angustifolium","Ornithogalum angustifolium","Danmark",0,NA,NA,NA,0,"Liliaceae","O","white","p",4,NA,"not_in_fe"
"1882","Ornithogalum luteum",NA,NA,0,"Ornithogalum luteum","Ultuna","3 Lupuleta",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1883","Ornithogalum minimum",NA,NA,0,"Ornithogalum minimum","Ultuna","3 Lupuleta",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1884","Orobus niger",NA,NA,0,"Orobus niger","Gottsunda","10 Rupes Gottsundenses",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1885","Orobus tuberosus",NA,NA,0,"Orobus tuberosus","Gottsunda","6 Lucus Norrbyensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1886","Orobus vernus",NA,NA,0,"Orobus vernus","Gottsunda","6 Lucus Norrbyensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1887","Osmunda lunaria",NA,NA,0,"Osmunda Lunaria","Ultuna","4 Campus Polonicus",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1888","Oxalis acetosella",NA,NA,0,"Oxalis Acetosella","Ultuna","5 Silva Regia",1,"Oxalidaceae","O","white","p",4,NA,"native"
"1889","Papaver dubium","Papaver dubium","Vaksala",2,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1890","Papaver dubium","Papaver dubium","Ultuna",0,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1891","Papaver dubium","Papaver dubium","Jumkil",0,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1892","Papaver dubium","Papaver dubium","Danmark",1,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1893","Papaver dubium","Papaver dubium","Haga",0,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1894","Papaver dubium","Papaver dubium","Husby",1,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1895","Papaver dubium","Papaver dubium","GamlaUppsala",0,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1896","Papaver dubium","Papaver dubium","Gottsunda",0,NA,NA,NA,0,"Papaveraceae","O","red","a",5,NA,"native"
"1897","Papaver rhoeas",NA,NA,0,"Papaver Rhoeas","Haga","3 Versurae Agrorum",1,"Papaveraceae","O","red","a",6,NA,"native"
"1898","Paris quadrifolia","Paris quadrifolia L.","Gottsunda",1,"Paris quadrifolia","Gottsunda","9 Praecipitia Gottsundensia",1,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1899","Paris quadrifolia","Paris quadrifolia L.","Jumkil",0,NA,NA,NA,0,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1900","Paris quadrifolia","Paris quadrifolia L.","GamlaUppsala",0,NA,NA,NA,0,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1901","Paris quadrifolia","Paris quadrifolia L.","Danmark",0,NA,NA,NA,0,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1902","Paris quadrifolia","Paris quadrifolia L.","Haga",0,NA,NA,NA,0,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1903","Paris quadrifolia","Paris quadrifolia L.","Husby",1,NA,NA,NA,0,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1904","Paris quadrifolia","Paris quadrifolia L.","Vaksala",0,NA,NA,NA,0,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1905","Paris quadrifolia","Paris quadrifolia L.","Ultuna",0,NA,NA,NA,0,"Melanthiaceae","O","yellow","p",6,NA,"native"
"1906","Parnassia palustris",NA,NA,0,"Festuca rubra","Danmark","1 Pratum Regium",1,"Parmassiaceae","O","white","p",3,NA,"native"
"1907","Pastinaca sativa","Pastinaca sativa L.","Jumkil",0,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1908","Pastinaca sativa","Pastinaca sativa L.","Danmark",1,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1909","Pastinaca sativa","Pastinaca sativa L.","Ultuna",0,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1910","Pastinaca sativa","Pastinaca sativa L.","Haga",0,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1911","Pastinaca sativa","Pastinaca sativa L.","Vaksala",2,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1912","Pastinaca sativa","Pastinaca sativa L.","GamlaUppsala",2,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1913","Pastinaca sativa","Pastinaca sativa L.","Gottsunda",0,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1914","Pastinaca sativa","Pastinaca sativa L.","Husby",1,NA,NA,NA,0,"Apiaceae","O","yellow","b",5,NA,"exotic"
"1915","Pedicularis",NA,NA,0,"Pedicularis SceptCarolin","GamlaUppsala","5 Wittulsbergensis",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1916","Pedicularis sylvatica",NA,NA,0,"Riccia crystallina","Husby","2 Ripa fluvii UPSALIENSIS",1,"Orobanchaceae","T","pink","p",2,NA,"native"
"1917","Persicaria lapathifolia","Persicaria lapathifolia","Haga",0,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1918","Persicaria lapathifolia","Persicaria lapathifolia","Husby",0,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1919","Persicaria lapathifolia","Persicaria lapathifolia","Gottsunda",0,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1920","Persicaria lapathifolia","Persicaria lapathifolia","Danmark",1,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1921","Persicaria lapathifolia","Persicaria lapathifolia","GamlaUppsala",0,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1922","Persicaria lapathifolia","Persicaria lapathifolia","Ultuna",0,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1923","Persicaria lapathifolia","Persicaria lapathifolia","Vaksala",0,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1924","Persicaria lapathifolia","Persicaria lapathifolia","Jumkil",0,NA,NA,NA,0,"Polygonaceae","O?","pink","a",7,NA,"not_in_fe"
"1925","Persicaria maculosa","Persicaria maculosa ","Gottsunda",0,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1926","Persicaria maculosa","Persicaria maculosa ","Ultuna",1,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1927","Persicaria maculosa","Persicaria maculosa ","Husby",0,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1928","Persicaria maculosa","Persicaria maculosa ","GamlaUppsala",1,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1929","Persicaria maculosa","Persicaria maculosa ","Danmark",0,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1930","Persicaria maculosa","Persicaria maculosa ","Jumkil",0,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1931","Persicaria maculosa","Persicaria maculosa ","Haga",0,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1932","Persicaria maculosa","Persicaria maculosa ","Vaksala",0,NA,NA,NA,0,"Polygonaceae","O","pink","a",7,NA,"not_in_fe"
"1933","Persicaria vivipara","Persicaria vivipara","Jumkil",1,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1934","Persicaria vivipara","Persicaria vivipara","Ultuna",0,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1935","Persicaria vivipara","Persicaria vivipara","Haga",0,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1936","Persicaria vivipara","Persicaria vivipara","Gottsunda",0,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1937","Persicaria vivipara","Persicaria vivipara","Husby",0,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1938","Persicaria vivipara","Persicaria vivipara","Danmark",0,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1939","Persicaria vivipara","Persicaria vivipara","Vaksala",0,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1940","Persicaria vivipara","Persicaria vivipara","GamlaUppsala",0,NA,NA,NA,0,"Polygonaceae","O?","white","p",2,NA,"not_in_fe"
"1941","Peucedanum palustre","Peucedanum  palustre","Husby",0,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1942","Peucedanum palustre","Peucedanum  palustre","GamlaUppsala",1,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1943","Peucedanum palustre","Peucedanum  palustre","Ultuna",0,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1944","Peucedanum palustre","Peucedanum  palustre","Vaksala",0,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1945","Peucedanum palustre","Peucedanum  palustre","Danmark",0,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1946","Peucedanum palustre","Peucedanum  palustre","Gottsunda",0,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1947","Peucedanum palustre","Peucedanum  palustre","Jumkil",0,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1948","Peucedanum palustre","Peucedanum  palustre","Haga",0,NA,NA,NA,0,"Apiaceae","O","white","b",5,NA,"native"
"1949","Peziza lentifera",NA,NA,0,"Peziza lentifera","Ultuna","4 Campus Polonicus",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1950","Phalaris arundinacea",NA,NA,0,"Sisymbrium aquaticum","Ultuna","9 Liljeholmen",1,NA,NA,NA,NA,NA,NA,"native"
"1951","Phellandrium aquaticum",NA,NA,0,"Iris pseudAcorus","Danmark","2 Ripae",1,NA,NA,NA,NA,NA,NA,"not_in_fe"
"1952","Phleum pratense",NA,NA,0,"Phleum pratense","Gottsunda","4 Pratum Norrbyense",1,NA,NA,NA,NA,NA,NA,"native"
"1953","Picris hieracioides","Picris hieracioides","Husby",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"native"
"1954","Picris hieracioides","Picris hieracioides","GamlaUppsala",1,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"native"
"1955","Picris hieracioides","Picris hieracioides","Vaksala",2,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"native"
"1956","Picris hieracioides","Picris hieracioides","Gottsunda",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"native"
"1957","Picris hieracioides","Picris hieracioides","Jumkil",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"native"
"1958","Picris hieracioides","Picris hieracioides","Haga",0,NA,NA,NA,0,"Asteraceae","O","yellow","p",3,NA,"native"
